TS,MMDDYY,hhmmss,Temp_degC,Scond_us_cm,Sal_ppt,Depth_m,Battery volts,NAVD88 depth m
11/2/2018 8:30,11/2/2018,93106,18.19333,19.76467,11.82133,0.5721999,12.42873,0.1081999
11/2/2018 9:00,11/2/2018,100106,18.176,19.86667,11.88733,0.5029333,12.44384,0.0389333
11/2/2018 9:30,11/2/2018,103106,18.29867,19.61733,11.72467,0.4478,12.63104,-0.0162
11/2/2018 10:00,11/2/2018,110106,18.358,19.57734,11.69733,0.4458,13.0155,-0.0182
11/2/2018 10:30,11/2/2018,113106,18.354,19.80133,11.844,0.472,13.18003,0.008
11/2/2018 11:00,11/2/2018,120106,18.23133,20.00667,11.97733,0.5175333,13.23207,0.0535333
11/2/2018 11:30,11/2/2018,123106,18.39266,19.98867,11.964,0.5480667,13.20185,0.0840667
11/2/2018 12:00,11/2/2018,130106,18.534,19.96733,11.95,0.5320666,13.19682,0.0680666
11/2/2018 12:30,11/2/2018,133106,18.802,19.87667,11.89133,0.4953333,12.96681,0.0313333
11/2/2018 13:00,11/2/2018,140106,18.83134,19.91133,11.914,0.4916,12.93659,0.0276
11/2/2018 13:30,11/2/2018,143106,18.828,19.95066,11.93933,0.5294,13.039,0.0654
11/2/2018 14:00,11/2/2018,150106,18.966,19.92133,11.92133,0.5614,13.21109,0.0974
11/2/2018 14:30,11/2/2018,153106,19.094,19.862,11.87933,0.5735333,12.8879,0.1095333
11/2/2018 15:00,11/2/2018,160106,19.18,19.82667,11.856,0.5542,12.79725,0.0902
11/2/2018 15:30,11/2/2018,163106,19.25333,19.828,11.85733,0.5172001,12.64279,0.0532001
11/2/2018 16:00,11/2/2018,170106,19.25733,19.90933,11.90933,0.5204,12.63523,0.0564
11/2/2018 16:30,11/2/2018,173106,19.19933,19.91667,11.91667,0.5897333,12.59074,0.1257333
11/2/2018 17:00,11/2/2018,180106,19.17267,19.876,11.88867,0.6426,12.5664,0.1786
11/2/2018 17:30,11/2/2018,183105,19.30933,19.87,11.882,0.6117334,12.52443,0.1477334
11/2/2018 18:00,11/2/2018,190105,19.16867,19.93,11.924,0.5404,12.53282,0.0764
11/2/2018 18:30,11/2/2018,193105,19.11667,19.93867,11.93,0.4616,12.42537,-0.0024
11/2/2018 19:00,11/2/2018,200105,19.12,19.91133,11.914,0.4382667,12.4237,-0.0257333
11/2/2018 19:30,11/2/2018,203105,19.26,19.78867,11.83067,0.4848,12.39599,0.0208
11/2/2018 20:00,11/2/2018,210105,19.30866,19.65667,11.74467,0.5463333,12.40103,0.0823333
11/2/2018 20:30,11/2/2018,213105,19.29267,19.63067,11.728,0.5545999,12.47406,0.0905999
11/2/2018 21:00,11/2/2018,220105,19.25334,19.68133,11.76133,0.5297333,12.63943,0.0657333
11/2/2018 21:30,11/2/2018,223105,19.24933,19.79267,11.834,0.4942666,12.63775,0.0302666
11/2/2018 22:00,11/2/2018,230105,19.226,19.84867,11.87,0.4974,12.63943,0.0334
11/2/2018 22:30,11/2/2018,233105,19.04133,19.982,11.95867,0.5219333,12.63943,0.0579333
11/2/2018 23:00,11/3/2018,235905,19.22933,19.85533,11.87533,0.5629333,12.63859,0.0989333
11/2/2018 23:30,11/3/2018,3105,19.19133,19.88933,11.89733,0.5912666,12.63607,0.1272666
11/3/2018 0:00,11/3/2018,10105,19.05133,19.912,11.912,0.5980001,12.63691,0.1340001
11/3/2018 0:30,11/3/2018,13105,19.058,19.904,11.908,0.5636,12.63355,0.0996
11/3/2018 1:00,11/3/2018,20105,19.078,19.906,11.90667,0.5208667,12.63439,0.0568667
11/3/2018 1:30,11/3/2018,23105,19.104,19.88333,11.894,0.5086,12.63439,0.0446
11/3/2018 2:00,11/3/2018,30105,19.10333,19.89334,11.90067,0.5349333,12.63272,0.0709333
11/3/2018 2:30,11/3/2018,33105,19.13533,19.88,11.892,0.5976,12.63272,0.1336
11/3/2018 3:00,11/3/2018,40105,19.08467,19.876,11.89,0.5924,12.63104,0.1284
11/3/2018 3:30,11/3/2018,43105,19.036,19.87,11.88533,0.5052666,12.6302,0.0412666
11/3/2018 4:00,11/3/2018,50105,19.06533,19.81466,11.85067,0.4394667,12.63272,-0.0245333
11/3/2018 4:30,11/3/2018,53105,19.026,19.276,11.5,0.4253333,12.626,-0.0386667
11/3/2018 5:00,11/3/2018,60105,18.92333,19.06667,11.36533,0.4437333,12.62516,-0.0202667
11/3/2018 5:30,11/3/2018,63106,18.76733,19.84067,11.86733,0.4524,12.62264,-0.0116
11/3/2018 6:00,11/3/2018,70105,18.51467,19.98133,11.96,0.4288,12.62348,-0.0352
11/3/2018 6:30,11/3/2018,73105,18.44733,19.62667,11.73,0.4181333,12.37333,-0.0458667
11/3/2018 7:00,11/3/2018,80105,18.33267,19.362,11.55867,0.3916,12.36577,-0.0724
11/3/2018 7:30,11/3/2018,83105,18.19267,19.11133,11.396,0.3436,12.41698,-0.1204
11/3/2018 8:00,11/3/2018,90105,18.04733,19.06467,11.36733,0.2959333,12.78298,-0.1680667
11/3/2018 8:30,11/3/2018,93105,17.87067,19.356,11.55733,0.2726,13.25306,-0.1914
11/3/2018 9:00,11/3/2018,100105,17.72467,19.52467,11.66733,0.266,13.27321,-0.198
11/3/2018 9:30,11/3/2018,103105,17.696,19.51467,11.66067,0.2622667,13.2539,-0.2017333
11/3/2018 10:00,11/3/2018,110105,17.73,19.40267,11.588,0.2470667,13.23879,-0.2169333
11/3/2018 10:30,11/3/2018,113105,17.75667,19.42,11.59933,0.2413333,13.222,-0.2226667
11/3/2018 11:00,11/3/2018,120105,17.876,19.38067,11.572,0.2452667,13.21529,-0.2187333
11/3/2018 11:30,11/3/2018,123105,18.054,19.266,11.49666,0.2699333,13.21361,-0.1940667
11/3/2018 12:00,11/3/2018,130105,18.242,19.25,11.48533,0.3156,13.20353,-0.1484
11/3/2018 12:30,11/3/2018,133105,18.39133,19.152,11.422,0.3441333,13.20185,-0.1198667
11/3/2018 13:00,11/3/2018,140105,18.48933,19.134,11.41,0.3518,13.20689,-0.1122
11/3/2018 13:30,11/3/2018,143105,18.57,19.164,11.42933,0.3728,13.20437,-0.0912
11/3/2018 14:00,11/3/2018,150105,18.71667,19.04533,11.35133,0.4056667,13.21361,-0.0583333
11/3/2018 14:30,11/3/2018,153105,18.84467,19.132,11.40667,0.4232,13.22704,-0.0408
11/3/2018 15:00,11/3/2018,160105,18.88333,18.94733,11.28734,0.4510001,13.16408,-0.0129999
11/3/2018 15:30,11/3/2018,163105,18.89133,18.794,11.18867,0.4816667,12.77878,0.0176667
11/3/2018 16:00,11/3/2018,170105,18.87867,18.68267,11.11667,0.4876,12.70659,0.0236
11/3/2018 16:30,11/3/2018,173105,18.78733,18.65467,11.098,0.4637333,12.65118,-0.0002667
11/3/2018 17:00,11/3/2018,180105,18.674,18.90866,11.26267,0.4572667,12.61844,-0.0067333
11/3/2018 17:30,11/3/2018,183105,18.55334,18.876,11.24333,0.5015333,12.57144,0.0375333
11/3/2018 18:00,11/3/2018,190105,18.45133,18.776,11.17733,0.5438666,12.55884,0.0798666
11/3/2018 18:30,11/3/2018,193105,18.25333,18.71667,11.14067,0.5537333,12.58571,0.0897333
11/3/2018 19:00,11/3/2018,200105,18.17067,18.74067,11.15667,0.5325333,12.52527,0.0685333
11/3/2018 19:30,11/3/2018,203105,18.18267,19.06333,11.36533,0.5195333,12.49841,0.0555333
11/3/2018 20:00,11/3/2018,210105,18.13933,19.612,11.72267,0.5293334,12.49589,0.0653334
11/3/2018 20:30,11/3/2018,213106,18.068,19.72733,11.79667,0.5396,12.54206,0.0756
11/3/2018 21:00,11/3/2018,220105,17.99933,19.68067,11.766,0.5348666,12.71078,0.0708666
11/3/2018 21:30,11/3/2018,223105,17.934,19.73467,11.80133,0.5214,12.70827,0.0574
11/3/2018 22:00,11/3/2018,230105,17.924,19.75733,11.81667,0.5116667,12.70071,0.0476667
11/3/2018 22:30,11/3/2018,233106,17.86466,19.79934,11.844,0.5142667,12.69064,0.0502667
11/3/2018 23:00,11/4/2018,235905,17.78867,19.83667,11.87,0.5257333,12.68896,0.0617333
11/3/2018 23:30,11/4/2018,3105,17.71933,19.88933,11.90267,0.5277333,12.67888,0.0637333
11/4/2018 0:00,11/4/2018,10105,17.65733,19.91667,11.92066,0.5130666,12.67637,0.0490666
11/4/2018 0:30,11/4/2018,13105,17.56867,19.93867,11.936,0.4982667,12.67217,0.0342667
11/4/2018 1:00,11/4/2018,20105,17.466,19.95133,11.94267,0.4993333,12.66965,0.0353333
11/4/2018 1:30,11/4/2018,23105,17.43733,19.92734,11.928,0.5038668,12.66461,0.0398668
11/4/2018 2:00,11/4/2018,30105,17.45466,19.92733,11.92867,0.4965333,12.65706,0.0325333
11/4/2018 2:30,11/4/2018,33105,17.38733,19.96,11.948,0.4829333,12.65286,0.0189333
11/4/2018 3:00,11/4/2018,40105,17.33334,19.96667,11.952,0.4836,12.64531,0.0196
11/4/2018 3:30,11/4/2018,43105,17.32734,19.96933,11.954,0.4953334,12.63943,0.0313334
11/4/2018 4:00,11/4/2018,50105,17.296,19.992,11.97133,0.5012666,12.63775,0.0372666
11/4/2018 4:30,11/4/2018,53105,17.236,20.00933,11.984,0.5006,12.63439,0.0366
11/4/2018 5:00,11/4/2018,60105,17.12467,20.03134,11.99667,0.5022,12.63104,0.0382
11/4/2018 5:30,11/4/2018,63105,16.956,20.03934,12,0.5081334,12.62768,0.0441334
11/4/2018 6:00,11/4/2018,70105,16.846,20.03,11.996,0.524,12.62432,0.06
11/4/2018 6:30,11/4/2018,73105,16.80267,20.02533,11.99,0.5424,12.35906,0.0784
11/4/2018 7:00,11/4/2018,80105,16.74933,20.01934,11.99,0.5542666,12.36913,0.0902666
11/4/2018 7:30,11/4/2018,83105,16.77734,20.01266,11.98333,0.5588,13.38989,0.0948
11/4/2018 8:00,11/4/2018,90105,16.78067,20.03534,12,0.5634667,13.32609,0.0994667
11/4/2018 8:30,11/4/2018,93105,16.74067,20.024,11.99267,0.5682667,13.28748,0.1042667
11/4/2018 9:00,11/4/2018,100105,16.80667,20.03467,11.99866,0.5652667,13.25222,0.1012667
11/4/2018 9:30,11/4/2018,103105,16.82133,20.06,12.01933,0.5576,13.23543,0.0936
11/4/2018 10:00,11/4/2018,110105,16.95133,20.052,12.01,0.5545999,13.21696,0.0905999
11/4/2018 10:30,11/4/2018,113105,17.06267,20.01867,11.98933,0.5626001,13.20689,0.0986001
11/4/2018 11:00,11/4/2018,120105,17.18533,20.00867,11.98,0.5869333,13.1901,0.1229333
11/4/2018 11:30,11/4/2018,123105,17.34067,20.01,11.98,0.6152666,13.18423,0.1512666
11/4/2018 12:00,11/4/2018,130105,17.502,20.01,11.98,0.6246666,13.18507,0.1606666
11/4/2018 12:30,11/4/2018,133105,17.68466,20.014,11.984,0.6230667,13.17751,0.1590667
11/4/2018 13:00,11/4/2018,140105,17.836,20.024,11.99,0.6222667,13.17835,0.1582667
11/4/2018 13:30,11/4/2018,143105,17.948,20.05,12.00667,0.6251333,13.18423,0.1611333
11/4/2018 14:00,11/4/2018,150105,18.004,20.07333,12.02267,0.6253999,13.18507,0.1613999
11/4/2018 14:30,11/4/2018,153105,18.07933,20.08933,12.03066,0.6225999,13.20269,0.1585999
11/4/2018 15:00,11/4/2018,160105,18.044,20.118,12.05,0.6147999,13.02137,0.1507999
11/4/2018 15:30,11/4/2018,163105,18.006,20.13,12.06,0.6058667,12.86356,0.1418667
11/4/2018 16:00,11/4/2018,170105,17.966,20.146,12.06933,0.6014,12.72925,0.1374
11/4/2018 16:30,11/4/2018,173105,17.83,20.17,12.08533,0.6017333,12.69567,0.1377333
11/4/2018 17:00,11/4/2018,180105,17.662,20.16533,12.08067,0.6057333,12.60837,0.1417333
11/4/2018 17:30,11/4/2018,183105,17.49733,20.14334,12.06867,0.6084,12.57815,0.1444
11/4/2018 18:00,11/4/2018,190105,17.36533,20.114,12.05,0.6083333,12.56556,0.1443333
11/4/2018 18:30,11/4/2018,193105,17.29934,20.07067,12.02134,0.5994667,12.54373,0.1354667
11/4/2018 19:00,11/4/2018,200105,17.266,20.06733,12.02,0.5845334,12.52695,0.1205334
11/4/2018 19:30,11/4/2018,203106,17.24733,20.064,12.01667,0.5666667,12.51016,0.1026667
11/4/2018 20:00,11/4/2018,210105,17.20733,20.07533,12.02533,0.5641333,12.49169,0.1001333
11/4/2018 20:30,11/4/2018,213105,17.154,20.046,12.008,0.5782,12.55129,0.1142
11/4/2018 21:00,11/4/2018,220105,17.15867,20.02267,11.99133,0.5988,12.72086,0.1348
11/4/2018 21:30,11/4/2018,223105,17.17,20.02067,11.99,0.5966001,12.71414,0.1326001
11/4/2018 22:00,11/4/2018,230105,17.132,20.03,11.99667,0.5752667,12.71246,0.1112667
11/4/2018 22:30,11/4/2018,233105,17.09733,20.02133,11.99,0.562,12.70491,0.098
11/4/2018 23:00,11/5/2018,235905,17.1,20.02,11.99,0.5578666,12.69903,0.0938666
11/4/2018 23:30,11/5/2018,3105,17.11133,20.02,11.99,0.5565334,12.69483,0.0925334
11/5/2018 0:00,11/5/2018,10105,17.20067,20.02467,11.994,0.5549999,12.69148,0.0909999
11/5/2018 0:30,11/5/2018,13105,17.22066,20.04,12.00133,0.5518667,12.69399,0.0878667
11/5/2018 1:00,11/5/2018,20105,17.246,20.00533,11.97867,0.5492668,12.68812,0.0852668
11/5/2018 1:30,11/5/2018,23105,17.272,19.99267,11.974,0.5467333,12.68812,0.0827333
11/5/2018 2:00,11/5/2018,30105,17.282,19.99334,11.97133,0.5529999,12.68392,0.0889999
11/5/2018 2:30,11/5/2018,33105,17.30533,19.99267,11.972,0.5586001,12.68308,0.0946001
11/5/2018 3:00,11/5/2018,40105,17.30267,19.992,11.97133,0.5711333,12.67804,0.1071333
11/5/2018 3:30,11/5/2018,43105,17.328,19.964,11.95267,0.5700666,12.67888,0.1060666
11/5/2018 4:00,11/5/2018,50105,17.35534,19.814,11.854,0.5909334,12.67133,0.1269334
11/5/2018 4:30,11/5/2018,53105,17.37333,19.66467,11.758,0.5935334,12.67133,0.1295334
11/5/2018 5:00,11/5/2018,60105,17.41133,19.52467,11.66733,0.6129333,12.66797,0.1489333
11/5/2018 5:30,11/5/2018,63105,17.48733,19.45267,11.61933,0.6288,12.66713,0.1648
11/5/2018 6:00,11/5/2018,70105,17.468,19.662,11.75667,0.6432667,12.6621,0.1792667
11/5/2018 6:30,11/5/2018,73105,17.45466,19.73934,11.806,0.66,12.41026,0.196
11/5/2018 7:00,11/5/2018,80105,17.446,19.77533,11.828,0.6463334,12.40019,0.1823334
11/5/2018 7:30,11/5/2018,83105,17.50467,19.678,11.76533,0.5958667,12.40187,0.1318667
11/5/2018 8:00,11/5/2018,90105,17.606,19.55267,11.68467,0.6144,12.46651,0.1504
11/5/2018 8:30,11/5/2018,93105,17.59867,19.59733,11.71267,0.6638001,12.61761,0.1998001
11/5/2018 9:00,11/5/2018,100105,17.57467,19.60534,11.71733,0.6554,12.6025,0.1914
11/5/2018 9:30,11/5/2018,103105,17.692,19.51333,11.66,0.6268,12.70994,0.1628
11/5/2018 10:00,11/5/2018,110105,17.784,19.49467,11.644,0.6045334,12.71666,0.1405334
11/5/2018 10:30,11/5/2018,113105,17.80667,19.53267,11.672,0.5948667,13.09608,0.1308667
11/5/2018 11:00,11/5/2018,120104,17.83933,19.58267,11.70333,0.5764666,13.21529,0.1124666
11/5/2018 11:30,11/5/2018,123104,18.01733,18.966,11.30333,0.5355334,13.0986,0.0715334
11/5/2018 12:00,11/5/2018,130104,18.17667,17.74,10.51267,0.4980666,12.97101,0.0340666
11/5/2018 12:30,11/5/2018,133104,18.12267,18.098,10.74467,0.5004666,12.94331,0.0364666
11/5/2018 13:00,11/5/2018,140104,18.13667,19.566,11.692,0.5442,12.84845,0.0802
11/5/2018 13:30,11/5/2018,143104,18.15467,19.70333,11.77867,0.5781333,12.8283,0.1141333
11/5/2018 14:00,11/5/2018,150104,18.25266,19.54133,11.674,0.5668666,12.7133,0.1028666
11/5/2018 14:30,11/5/2018,153104,18.426,18.838,11.21933,0.5488666,12.69148,0.0848666
11/5/2018 15:00,11/5/2018,160104,18.55667,18.288,10.864,0.5426666,12.70491,0.0786666
11/5/2018 15:30,11/5/2018,163104,18.54533,18.37933,10.922,0.5328,12.67133,0.0688
11/5/2018 16:00,11/5/2018,170104,18.57133,18.17067,10.78867,0.5194667,12.56052,0.0554667
11/5/2018 16:30,11/5/2018,173104,18.52667,18.28067,10.85867,0.5133334,12.53282,0.0493334
11/5/2018 17:00,11/5/2018,180104,18.41,18.44067,10.96267,0.5161999,12.4514,0.0521999
11/5/2018 17:30,11/5/2018,183104,18.374,18.454,10.97133,0.5264667,12.41782,0.0624667
11/5/2018 18:00,11/5/2018,190104,18.38133,18.48267,10.98933,0.5404,12.45979,0.0764
11/5/2018 18:30,11/5/2018,193104,18.38733,18.52067,11.014,0.5466,12.45391,0.0826
11/5/2018 19:00,11/5/2018,200104,18.36267,18.54867,11.03067,0.5554667,12.38256,0.0914667
11/5/2018 19:30,11/5/2018,203104,18.33333,18.66,11.104,0.5584667,12.37249,0.0944667
11/5/2018 20:00,11/5/2018,210104,18.31867,18.57667,11.05067,0.564,12.38424,0.1
11/5/2018 20:30,11/5/2018,213104,18.31667,18.594,11.06267,0.5655334,12.45308,0.1015334
11/5/2018 21:00,11/5/2018,220104,18.308,18.872,11.24067,0.5727333,12.61425,0.1087333
11/5/2018 21:30,11/5/2018,223104,18.31266,18.80933,11.2,0.5838667,12.61593,0.1198667
11/5/2018 22:00,11/5/2018,230104,18.322,18.798,11.19333,0.5948001,12.61509,0.1308001
11/5/2018 22:30,11/5/2018,233104,18.36733,18.94133,11.286,0.608,12.61425,0.144
11/5/2018 23:00,11/6/2018,235904,18.38,18.964,11.29933,0.6055334,12.61425,0.1415334
11/5/2018 23:30,11/6/2018,3104,18.37133,18.92733,11.27667,0.5936667,12.61089,0.1296667
11/6/2018 0:00,11/6/2018,10104,18.348,18.98333,11.31067,0.5849334,12.61257,0.1209334
11/6/2018 0:30,11/6/2018,13104,18.32334,18.992,11.31667,0.5899334,12.60837,0.1259334
11/6/2018 1:00,11/6/2018,20104,18.322,18.97,11.30133,0.5995333,12.61089,0.1355333
11/6/2018 1:30,11/6/2018,23104,18.32467,18.892,11.254,0.5948667,12.61005,0.1308667
11/6/2018 2:00,11/6/2018,30104,18.39533,18.16533,10.78533,0.5797333,12.60585,0.1157333
11/6/2018 2:30,11/6/2018,33104,18.45333,17.41333,10.3,0.5629333,12.60585,0.0989333
11/6/2018 3:00,11/6/2018,40104,18.46267,17.466,10.334,0.5566667,12.60417,0.0926667
11/6/2018 3:30,11/6/2018,43104,18.43866,17.95667,10.65,0.5542667,12.60585,0.0902667
11/6/2018 4:00,11/6/2018,50104,18.408,18.19934,10.80533,0.5542,12.60585,0.0902
11/6/2018 4:30,11/6/2018,53104,18.414,17.76,10.52333,0.5514001,12.60585,0.0874001
11/6/2018 5:00,11/6/2018,60104,18.39067,16.96867,10.016,0.5522001,12.59998,0.0882001
11/6/2018 5:30,11/6/2018,63104,18.41067,16.64267,9.808668,0.5508001,12.6025,0.0868001
11/6/2018 6:00,11/6/2018,70104,18.392,16.77467,9.891999,0.5518667,12.5983,0.0878667
11/6/2018 6:30,11/6/2018,73104,18.37333,17.25266,10.198,0.5708666,12.3515,0.1068666
11/6/2018 7:00,11/6/2018,80104,18.38333,17.96667,10.658,0.5858,12.38592,0.1218
11/6/2018 7:30,11/6/2018,83104,18.34667,18.42533,10.95267,0.5834666,12.626,0.1194666
11/6/2018 8:00,11/6/2018,90104,18.402,18.576,11.04933,0.5761334,12.63104,0.1121334
11/6/2018 8:30,11/6/2018,93104,18.48667,18.874,11.24067,0.5941333,13.18423,0.1301333
11/6/2018 9:00,11/6/2018,100104,18.64667,19.238,11.47867,0.6215999,13.13722,0.1575999
11/6/2018 9:30,11/6/2018,103104,18.728,19.348,11.54867,0.6337335,13.17835,0.1697335
11/6/2018 10:00,11/6/2018,110104,18.914,19.284,11.50533,0.6290001,13.15149,0.1650001
11/6/2018 10:30,11/6/2018,113104,19.044,19.30267,11.51734,0.621,13.14645,0.157
11/6/2018 11:00,11/6/2018,120104,19.17,19.302,11.51667,0.6322,13.14813,0.1682
11/6/2018 11:30,11/6/2018,123105,19.232,19.48533,11.63333,0.6614667,13.16324,0.1974667
11/6/2018 12:00,11/6/2018,130104,19.19666,19.50933,11.64933,0.6898667,13.16576,0.2258667
11/6/2018 12:30,11/6/2018,133104,19.39267,19.53,11.66,0.6829333,13.15485,0.2189333
11/6/2018 13:00,11/6/2018,140104,19.55133,19.53267,11.66267,0.6521333,13.12631,0.1881333
11/6/2018 13:30,11/6/2018,143104,19.75867,19.53667,11.666,0.6430666,13.14981,0.1790666
11/6/2018 14:00,11/6/2018,150104,19.932,19.642,11.73267,0.6446,13.15904,0.1806
11/6/2018 14:30,11/6/2018,153104,20.00733,19.72133,11.784,0.6582667,13.16408,0.1942667
11/6/2018 15:00,11/6/2018,160104,20.27533,19.67066,11.74733,0.6447333,13.05495,0.1807333
11/6/2018 15:30,11/6/2018,163104,20.35333,19.72533,11.78334,0.6355333,12.79221,0.1715333
11/6/2018 16:00,11/6/2018,170105,20.358,19.782,11.82,0.5973334,12.79053,0.1333334
11/6/2018 16:30,11/6/2018,173104,20.41334,19.79,11.82,0.5543999,12.66126,0.0903999
11/6/2018 17:00,11/6/2018,180104,20.45333,19.77866,11.81733,0.5406,12.58823,0.0766
11/6/2018 17:30,11/6/2018,183104,20.46934,19.77267,11.81267,0.5500001,12.57312,0.0860001
11/6/2018 18:00,11/6/2018,190104,20.36133,19.768,11.81133,0.5528001,12.55381,0.0888001
11/6/2018 18:30,11/6/2018,193104,20.33666,19.756,11.80334,0.5416,12.5387,0.0776
11/6/2018 19:00,11/6/2018,200104,20.39933,19.398,11.572,0.5264667,12.58487,0.0624667
11/6/2018 19:30,11/6/2018,203104,20.454,18.738,11.142,0.5294,12.50512,0.0654
11/6/2018 20:00,11/6/2018,210104,20.26533,19.608,11.70733,0.5372667,12.48162,0.0732667
11/6/2018 20:30,11/6/2018,213104,19.85867,19.01867,11.328,0.5290667,12.55968,0.0650667
11/6/2018 21:00,11/6/2018,220104,19.728,18.544,11.022,0.5169333,12.7091,0.0529333
11/6/2018 21:30,11/6/2018,223104,19.74467,18.18466,10.79133,0.5281333,12.70323,0.0641333
11/6/2018 22:00,11/6/2018,230104,19.69533,17.93067,10.62667,0.5444667,12.69987,0.0804667
11/6/2018 22:30,11/6/2018,233104,19.73267,17.79867,10.54133,0.5486,12.69651,0.0846
11/6/2018 23:00,11/7/2018,235904,19.82333,18.09333,10.73067,0.5550001,12.69148,0.0910001
11/6/2018 23:30,11/7/2018,3104,19.95733,18.41467,10.93867,0.5627334,12.68812,0.0987334
11/7/2018 0:00,11/7/2018,10104,19.75933,17.66133,10.454,0.5591334,12.6856,0.0951334
11/7/2018 0:30,11/7/2018,13104,19.76733,17.70867,10.48467,0.5355999,12.68224,0.0715999
11/7/2018 1:00,11/7/2018,20104,19.858,18.158,10.774,0.5227999,12.67804,0.0587999
11/7/2018 1:30,11/7/2018,23104,19.73133,18.366,10.90733,0.5246,12.67469,0.0606
11/7/2018 2:00,11/7/2018,30104,19.71267,18.52,11.008,0.5468667,12.66881,0.0828667
11/7/2018 2:30,11/7/2018,33104,19.91266,18.914,11.26,0.5715333,12.66461,0.1075333
11/7/2018 3:00,11/7/2018,40104,19.78867,18.55867,11.03133,0.5736666,12.66377,0.1096666
11/7/2018 3:30,11/7/2018,43104,19.78866,18.39,10.92267,0.5536667,12.6579,0.0896667
11/7/2018 4:00,11/7/2018,50104,19.83533,18.586,11.048,0.5374,12.65622,0.0734
11/7/2018 4:30,11/7/2018,53104,19.72,18.24867,10.83333,0.5423333,12.65538,0.0783333
11/7/2018 5:00,11/7/2018,60104,19.69134,18.19133,10.79533,0.5602,12.64783,0.0962
11/7/2018 5:30,11/7/2018,63104,19.678,18.67333,11.10733,0.569,12.64699,0.105
11/7/2018 6:00,11/7/2018,70104,19.65533,18.53867,11.02133,0.5486,12.64363,0.0846
11/7/2018 6:30,11/7/2018,73104,19.418,18.54,11.022,0.5282667,12.3876,0.0642667
11/7/2018 7:00,11/7/2018,80104,19.27733,18.168,10.784,0.5318667,12.46315,0.0678667
11/7/2018 7:30,11/7/2018,83104,19.7,18.97333,11.29933,0.5451334,13.08601,0.0811334
11/7/2018 8:00,11/7/2018,90104,19.76133,19.432,11.59667,0.5656666,13.20521,0.1016666
11/7/2018 8:30,11/7/2018,93104,19.65067,19.56667,11.68467,0.5662667,13.19262,0.1022667
11/7/2018 9:00,11/7/2018,100104,19.566,19.33067,11.532,0.563,13.16996,0.099
11/7/2018 9:30,11/7/2018,103104,19.642,19.28333,11.50133,0.5713333,13.15569,0.1073333
11/7/2018 10:00,11/7/2018,110104,19.70867,19.436,11.59933,0.6010666,13.14309,0.1370666
11/7/2018 10:30,11/7/2018,113104,19.58467,19.54267,11.66867,0.6353333,13.13806,0.1713333
11/7/2018 11:00,11/7/2018,120104,19.59133,19.57,11.68667,0.6568,13.13638,0.1928
11/7/2018 11:30,11/7/2018,123104,19.67667,19.60666,11.71133,0.6712666,13.12798,0.2072666
11/7/2018 12:00,11/7/2018,130104,19.81533,19.63267,11.72733,0.6902667,13.12631,0.2262667
11/7/2018 12:30,11/7/2018,133104,19.95667,19.64933,11.738,0.6929333,13.12379,0.2289333
11/7/2018 13:00,11/7/2018,140104,19.97467,19.61533,11.714,0.6826667,13.12295,0.2186667
11/7/2018 13:30,11/7/2018,143104,20.14334,19.60534,11.70467,0.6846667,13.13302,0.2206667
11/7/2018 14:00,11/7/2018,150104,20.11733,19.56267,11.68,0.6948667,13.13554,0.2308667
11/7/2018 14:30,11/7/2018,153104,20.042,19.54867,11.67067,0.7011999,13.15988,0.2371999
11/7/2018 15:00,11/7/2018,160104,20.01933,19.55866,11.67733,0.7003334,13.11287,0.2363334
11/7/2018 15:30,11/7/2018,163104,20.06333,19.55866,11.678,0.6854,12.88958,0.2214
11/7/2018 16:00,11/7/2018,170104,20.038,19.48933,11.63133,0.6687333,12.75024,0.2047333
11/7/2018 16:30,11/7/2018,173104,20.06067,19.46933,11.618,0.649,12.6814,0.185
11/7/2018 17:00,11/7/2018,180104,20.09533,19.41733,11.584,0.6377333,12.5899,0.1737333
11/7/2018 17:30,11/7/2018,183104,19.98333,19.32467,11.52667,0.6302668,12.55801,0.1662668
11/7/2018 18:00,11/7/2018,190104,20.09333,19.33933,11.534,0.6138666,12.60837,0.1498666
11/7/2018 18:30,11/7/2018,193104,20.08533,19.39133,11.56867,0.5915334,12.52862,0.1275334
11/7/2018 19:00,11/7/2018,200103,20.15333,19.392,11.56667,0.5735334,12.50848,0.1095334
11/7/2018 19:30,11/7/2018,203103,20.29067,19.41733,11.58267,0.5682666,12.50344,0.1042666
11/7/2018 20:00,11/7/2018,210103,20.30733,19.43066,11.59067,0.5786,12.48497,0.1146
11/7/2018 20:30,11/7/2018,213103,20.184,19.462,11.612,0.5907333,12.53786,0.1267333
11/7/2018 21:00,11/7/2018,220103,20.084,19.40467,11.578,0.5890666,12.70994,0.1250666
11/7/2018 21:30,11/7/2018,223103,19.928,19.45066,11.60733,0.577,12.70575,0.113
11/7/2018 22:00,11/7/2018,230103,19.812,19.448,11.60667,0.5814001,12.69903,0.1174001
11/7/2018 22:30,11/7/2018,233103,19.72333,19.46,11.61133,0.5983334,12.69735,0.1343334
11/7/2018 23:00,11/8/2018,235903,19.65933,19.46533,11.61934,0.6178666,12.68896,0.1538666
11/7/2018 23:30,11/8/2018,3103,19.598,19.486,11.63267,0.6317999,12.68812,0.1677999
